name,description,major,size,impact,momentum,website,blurb
National History Bee,"The National History Bee is an exciting academic competition that tests students' knowledge of various historical topics. Participants engage in buzzer-based quiz rounds, answering questions about historical events, figures, and concepts. The competition encourages a deep understanding of history and fosters a passion for learning about the past. ",Social Science/History,1,2,1,https://nationalhistorybee.com/,Quiz-based history competition encouraging understanding and passion for the past.
National History Day ,"National History Day teaches critical thinking, writing, and research skills; prepares students for college, work, and citizenship; and inspires students to do more than they ever thought they could. Prepare projects with team to compete in the regional, state, and national level. ",Social Science/History,3,2,1,https://nhd.org/en/,Program for high school students to develop projects on historical topics.
National Institute of Health,"The National Institute of Health (NIH) High School Summer Internship Program offers an exciting opportunity for high school students passionate about science and research to immerse themselves in cutting-edge biomedical research. During this prestigious program, students collaborate with leading scientists and researchers to gain valuable hands-on experience, expand their knowledge, and explore potential careers in the medical and scientific fields.",Medical/STEM,2,3,1,https://www.nih.gov/,NIH internship for high school students to engage in biomedical research.
National Science Bowl (NSB),"The U.S. Department of Energy (DOE) National Science Bowl® is a nationwide academic competition that tests students’ knowledge in all areas of science and mathematics. Middle and high school student teams from diverse backgrounds are comprised of four students, one alternate, and a teacher who serves as an advisor and coach. These teams face-off in a fast-paced question-and-answer format, being tested on a range of science disciplines including biology, chemistry, Earth science, physics, energy, and math.",STEM,3,2,1,https://science.osti.gov/wdts/nsb,Science and math competition testing students' knowledge in a fast-paced format.
National YoungArts Foundation Program,"The National YoungArts Foundation is a program that aims to nurture and showcase the talents of young artists across a wide range of disciplines. Through a highly competitive application process, selected participants gain access to a diverse array of opportunities, including master classes, workshops, performances, and exhibitions. ",Arts,2,2,1,https://youngarts.org/,"Program nurturing young artists through classes, workshops, and exhibitions."
National Young Composers Challenge ,"The Challenge is simple. First, you write your own composition for small ensemble (2 to 6 instruments) or full orchestra. Then, a panel of judges chooses the top three orchestral and top three ensemble compositions to be performed and recorded by the Orlando Philharmonic Orchestra at the NYCC Composium held at the Dr. Phillips Center for the Performing Arts - Steinmetz Hall in Orlando, Florida.",Arts,1,2,1,https://www.youngcomposerschallenge.org/,Composition challenge for young musicians with performances by professional orchestra.
Odyssey of the Mind,"Odyssey of the Mind is an international creative problem-solving competition that encourages students to think outside the box and unleash their imagination. Teams of students work together to solve open-ended problems in various categories, such as engineering, fine arts, and performance. Participants apply critical thinking, teamwork, and innovative approaches to showcase their solutions during regional, state, and global competitions. Odyssey of the Mind fosters creativity, collaboration, and resourcefulness, empowering students to develop lifelong skills and a love for problem-solving.",STEM/Humanities,2,2,1,https://www.odysseyofthemind.com/,Creative problem-solving competition with open-ended challenges in various fields.
Project Paradigm,"The Paradigm Challenge is an ongoing competition that invites students aged 4 to 18 around the world to use kindness, creativity, and collaboration to help solve real-life problems and make a difference.Students aged 4 to 18 (as of the date the entry is submitted) around the world are invited to enter The Paradigm Challenge individually or as teams of any size. See the Challenge Rules for more information about who can join The Paradigm Challenge.",Communications,2,2,1,https://www.projectparadigm.org/,Global competition for students to solve real-life problems with creativity and kindness.
The Plant the Moon Challenge,"The Plant the Moon Challenge, organized by the Institute of Competition Sciences in partnership with the Virginia Space Grant Consortium and multiple Space Grant programs, is an engaging and educational global science experiment and project-based learning challenge. Students, guided by teachers, design and conduct plant growth experiments using lunar regolith simulant, exploring innovative ways to cultivate crops for future lunar missions. With a focus on interdisciplinary learning, STEM engagement, and NASA Artemis-related content, this challenge inspires young minds to contribute to the future of space exploration and sustainable agriculture.",Biology/STEM,2,2,1,https://plantthemoon.com/,Global science experiment for students to grow plants using lunar soil simulant.
Poetry Out Loud,"Poetry Out Loud is a national arts education program that encourages the study of great poetry by offering free educational materials and a dynamic recitation competition for high school students across the country. This program helps students master public speaking skills, build self-confidence, and learn about literary history and contemporary life.",Humanities,3,1,1,https://www.poetryoutloud.org/,Poetry recitation competition enhancing public speaking and literary knowledge.
Quiz Bowl ,"Quiz bowl is a game in which two teams compete head-to-head to answer questions from all areas of knowledge, including history, literature, science, fine arts, current events, popular culture, sports, and more. There are also tournaments for individual players rather than teams.

The defining feature of quiz bowl is the use of a “buzzer system” that lets players interrupt the reading of a question when they know the answer. That element adds a dimension of confidence, anticipation, and rapid recall to a game about knowing facts. Those “tossup” questions are answered individually, but doing so earns one’s team a chance at a three-part “bonus” question. Bonus questions are worth more points and allow collaboration, but are generally more difficult.",STEM/Humanities,2,2,1,https://www.naqt.com/about/quiz-bowl.html,Quiz bowl game testing knowledge in various subjects with a buzzer system.
PROMYS,"PROMYS is an immersive summer program designed for high school students passionate about mathematics. Participants engage in an intensive six-week residential program held at Boston University, where they delve deep into mathematical problem-solving, research, and exploration. Through a combination of lectures, seminars, and collaborative projects, PROMYS fosters a vibrant community of young mathematicians, allowing them to develop their mathematical abilities, gain new insights, and form lasting connections with peers and mentors. The program encourages independent thinking, creativity, and a love for mathematics.",Mathematics/STEM,2,2,1,https://promys.org/,Intensive math program at Boston University for passionate high school students.
Regeneron Science Talent Search,"Regeneron STS is the nation’s oldest and most prestigious science research competition for high school students. Started in 1942 as the Westinghouse Science Talent Search, Regeneron STS recognizes and empowers our nation’s most promising young scientists who are developing ideas that could solve society’s most urgent challenges.",STEM/Research,3,2,1,https://www.societyforscience.org/regeneron-sts/,Prestigious science research competition for high school students' innovative ideas.
RoboCup Robotics Competition,"It is our intention to use RoboCup as a vehicle to promote robotics and AI research, by offering a publicly appealing, but formidable challenge. One of the effective ways to promote science and engineering research is to set a challenging long term goal. When the accomplishment of such a goal has significant social impact, it is called a grand challenge project. Building a robot that plays soccer will not by itself generate significant social and economic impact, but the accomplishment will certainly be considered a major achievement for the field. We call this kind of project a landmark project. RoboCup is a landmark project as well as a standard problem.",STEM/Engineering,2,2,1,https://www.robocup.org/,RoboCup challenges to advance robotics and AI research through soccer-playing robots.
RISE,"If you’re passionate about the sciences and are a domestic student currently in your junior year of high school, we invite you to apply for the Research in Science & Engineering (RISE) program. You will spend six weeks at BU conducting university laboratory research with some of the nation’s brightest scientific minds while advancing your STEM knowledge and skills.",STEM/Research,2,2,2,https://www.bu.edu/mysummer/academics/research-internship-in-science-engineering/,BU's Research in Science & Engineering program for high school juniors.
Red Cross Club,"Red Cross Club is a student-led organization that partners with the American Red Cross to promote humanitarian efforts and provide support during emergencies and disasters. Members of the club participate in various community service projects, including organizing blood drives, teaching CPR and first aid skills, and raising awareness about health and safety issues. By actively engaging in community service, Red Cross Club members make a positive impact and develop valuable leadership and teamwork skills while promoting the mission of the American Red Cross.",Medical,3,2,1,https://www.redcross.org/red-cross-youth/red-cross-clubs/starting-a-red-cross-club.html,Red Cross club promoting humanitarian efforts and emergency support activities.
Rube Goldberg Machine Contest,"The Rube Goldberg Machine Contest is an annual competition that celebrates the spirit of invention and creativity. Participants design and build elaborate contraptions that complete a simple task in the most convoluted and entertaining way possible. Teams showcase their engineering skills, problem-solving abilities, and out-of-the-box thinking in this whimsical and challenging contest.",Engineering,2,2,1,https://www.rubegoldberg.org/rube-goldberg-contests/,Contest to build Rube Goldberg machines completing simple tasks creatively.
Samsung Solve for Tomorrow Challenge,"The Samsung Solve for Tomorrow Challenge is a nationwide contest that encourages middle and high school students to address real-world issues through STEM education. Students form teams and develop innovative solutions to community problems using STEM principles, fostering critical thinking, problem-solving, and collaboration skills while making a positive impact in their local communities.",Communications/STEM,2,2,1,https://www.samsung.com/us/solvefortomorrow/,STEM contest for middle and high school students solving community issues.
Scholastic Art and Writing Awards,"The Scholastic Art & Writing Awards is a renowned program that recognizes and celebrates the artistic and literary achievements of students in grades 7-12. With a rich history spanning nearly a century, this prestigious competition showcases the exceptional talents of young artists and writers across various mediums and genres. Through rigorous judging and evaluation, participants have the opportunity to receive recognition, scholarships, and exhibition opportunities, fostering their creative growth and providing a platform to share their unique voices with a wider audience.",Humanities,2,2,1,https://www.artandwriting.org/,Prestigious arts and writing awards for grades 7-12 students.
Schoolhouse.world,"
Schoolhouse.world is a transformative online learning platform connecting students globally with expert tutors for free, live, one-on-one tutoring sessions. Founded by Salman Khan, the platform offers personalized academic support in a wide range of subjects. One of its unique features is the opportunity for anyone, regardless of their background or qualifications, to become a tutor, fostering a collaborative learning community where both students and tutors can benefit from shared knowledge and expertise.",Education,3,2,2,https://Schoolhouse.world,"Free, global online tutoring platform for students, open to all as tutors."
Simmons Summer Research Program,"The Simons Summer Research Program is a prestigious research opportunity for high school students interested in mathematics, physics, and computer science. Selected participants spend six weeks working on cutting-edge research projects under the guidance of faculty mentors at Stony Brook University. The program aims to provide a stimulating and immersive research experience, allowing students to deepen their knowledge, sharpen their problem-solving skills, and explore their passion for STEM.",Research/STEM,2,2,1,https://www.stonybrook.edu/simons/,Summer research program in STEM for high school students.
Sony World Photography Awards Youth Competition,"The SONY World Photography Awards Youth Competition celebrates the creative vision and technical skills of young photographers aged 12-19. With various categories to choose from and expert judging, it provides a platform for young photographers to showcase their talent, gain global exposure, and receive recognition for their outstanding work.",Communications,2,2,1,https://www.worldphoto.org/sony-world-photography-awards/youth,International youth photography competition for ages 12-19.
USA Physics Olympiad,"The United States Physics Olympiad (USAPhO) is a prestigious physics competition that challenges high school students to showcase their physics knowledge and problem-solving skills. Participants compete in a series of exams covering various areas of physics, such as mechanics, electromagnetism, thermodynamics, and modern physics. USAPhO provides a platform for passionate physics students to test their understanding, demonstrate their abilities, and potentially qualify for the U.S. Physics Team. Successful participants may have the chance to represent the United States at international physics competitions, making USAPhO an exciting opportunity for aspiring physicists to gain recognition in the field.",Physics/STEM,3,2,1,https://www.aapt.org/physicsteam/PT-landing.cfm,High school physics competition with potential for international representation.
The Summer Science Program,"The Summer Science Program (SSP) is an immersive summer experience for highly motivated high school students with a passion for astronomy and physics. Participants are selected through a competitive application process to attend the residential program, where they engage in rigorous scientific research and exploration under the guidance of experienced mentors. Through hands-on projects, lectures, and collaborative activities, students deepen their understanding of astrophysics and engage in cutting-edge research. SSP provides a unique opportunity for talented young scientists to expand their knowledge, develop their research skills, and connect with like-minded individuals.",Physics/Research,2,2,1,https://summerscience.org/the-ssp-experience/what-is-ssp/,Intensive summer program in astronomy and physics for high school students.
SUMaC (Stanford University Math Camp),"Stanford University Math Camp (SUMaC) is an intensive residential program designed for high school students with a passion for mathematics. Participants engage in rigorous mathematical coursework, collaborative problem-solving sessions, and research projects under the guidance of Stanford faculty and staff. SUMaC provides an immersive and intellectually stimulating environment where students can ...",Mathematics/STEM,2,2,1,https://spcs.stanford.edu/programs/stanford-university-mathematics-camp-sumac,Math-focused residential program for high school students at Stanford.
TEAMS,"TEAMS is a science, technology, engineering, and mathematics (STEM) competition that challenges middle school and high school students to solve real-world engineering challenges. Teams of two to four students work together to design, build, and test a solution to an engineering problem.",Engineering,2,2,1,https://www.microsoft.com/en-us/microsoft-teams/group-chat-software,STEM competition for middle and high school students solving engineering challenges.
tecBRIDGE HIgh School Business Plan Competition,"The tecBRIDGE High School Business Plan Competition is a prestigious entrepreneurship challenge that empowers high school students to develop and present innovative business ideas. Participants form teams and create comprehensive business plans, including market analysis, financial projections, and marketing strategies. Through mentorship, workshops, and networking opportunities, students gain ...",Business,2,2,1,https://www.tecbridgepa.org/business-plan-competition,High school business plan competition fostering entrepreneurship.
Technovation,"Technovation is a global program that inspires and equips young girls to become tech entrepreneurs. Through the program, participants learn to identify social issues, develop innovative mobile app solutions, and pitch their ideas to industry professionals. Technovation empowers girls to become leaders in technology, fostering creativity, collaboration, and problem-solving skills along the way.",Business/STEM,2,2,1,https://www.technovation.org/,"Equips young girls to become tech entrepreneurs. Through the program, participants learn to identify social issues and address them."
Telluride Association Summer Seminar ,"Telluride Association Summer Seminar (TASS) is an intensive academic program designed for high school juniors with a passion for intellectual inquiry. Selected students participate in a multi-week residential seminar held at various college campuses. TASS offers a rigorous curriculum focused on humanities, literature, and social sciences, engaging students in lively discussions, seminars, and independent research projects. The program fosters intellectual curiosity, critical thinking, and collaborative learning among participants, providing a transformative educational experience.",Humanities,2,2,1,https://www.tellurideassociation.org/our-programs/high-school-students/, Academic program designed for high school juniors with a passion for intellectual inquiry. Students participate in a multi-week residential seminar held at various college campuses.
Toshiba ExploraVision,"Toshiba ExploraVision is a prestigious science and technology competition that challenges K-12 students to envision innovative solutions for the future. Participants engage in research and collaborative problem-solving in STEM fields, encouraging creativity and critical thinking. Through this virtual competition, students explore scientific concepts, present their ideas, and have the opportunity to win exciting prizes, fostering a passion for science and technology.",STEM/Research,2,2,2,https://www.exploravision.org/,Challenges K-12 students to envision innovative solutions for the future. Participants engage in research and collaborative problem-solving in STEM fields.
Technology Student Association,"The Technology Student Association (TSA) is a widely recognized organization that promotes STEM education and offers a variety of engaging activities and competitions for high school students. TSA members have the opportunity to explore areas such as engineering, technology, computer science, and leadership through hands-on projects, problem-solving challenges, and networking with industry professionals. The organization encourages creativity, innovation, and teamwork, empowering students to develop valuable skills for future careers in STEM fields.",STEM/Research,2,2,2,https://tsaweb.org/,Offers variety of activities and competitions for high school 
UPenn Biomedical Research Program,"The UPenn Biomedical Research Program offers high school students a unique opportunity to engage in cutting-edge biomedical research under the guidance of faculty mentors at the University of Pennsylvania. Through hands-on laboratory experiences and scientific investigations, participants delve into various aspects of biomedical research, including experimental design, data analysis, and ...",Biology/Medical,1,2,1,https://hs.sas.upenn.edu/summer-programs/academies/biomedical,Opportunity to engage in biomedical research under guidance of UPenn faculty members. 
U.S National Chemistry Olympiad,The U.S. National Chemistry Olympiad (USNCO) is a prestigious competition that challenges high school students in the field of chemistry. Participants engage in rigorous theoretical and practical exams to demonstrate their knowledge and problem-solving skills in various areas of chemistry. The USNCO provides a platform for students to showcase their passion for chemistry and compete at the national level.,Chemistry/STEM,3,2,2,https://www.acs.org/education/students/highschool/olympiad.html,Test-based competition that evaluate students' knowledge and skills in chemistry. 
United States Academic Decathlon,"The United States Academic Decathlon (USAD) is a prestigious academic competition that tests students' knowledge and skills across various subjects. Participants compete in ten events, including multiple-choice tests, essays, speeches, interviews, and a Super Quiz, which covers a specific theme each year. USAD fosters academic excellence, teamwork, and personal growth, providing students with opportunities to showcase their intellectual abilities.",STEM/Research,2,2,2,https://www.usad.org/,"Tests students' knowledge and skills across various subjects, such as MCQ, essay writing, speeches, and a Super Quiz. "
USAMTS,"USAMTS is a prestigious mathematics competition conducted over several months, challenging high school students to solve complex math problems independently. Participants receive a set of problems every month and submit their solutions for evaluation. USAMTS fosters problem-solving skills, creativity, and mathematical thinking in a self-paced and rigorous environment, providing an opportunity for students to showcase their mathematical talent at a national level.",Mathematics/STEM,2,2,2,https://www.usamts.org/,"Mathematics competition conducted over several months, challenging high school students to solve complex math problems independently. "
USA Biology Olympiad,"USABO is a rigorous biology competition designed to identify and recognize top biology students in the United States. The competition involves multiple rounds, including a preliminary exam and a semifinal and final exam for top-performing students. Participants are tested on their knowledge of biology concepts, laboratory skills, and critical thinking abilities. USABO provides an excellent platform for passionate biology students to explore their interest, challenge themselves, and gain recognition in the field.",Biology,3,2,2,https://www.usabo-trc.org/,Test-based competition that evaluate students' knowledge and skills in biology. 
USACO,"USACO is a programming competition that challenges students to solve algorithmic problems. It consists of several online rounds, allowing participants to demonstrate their programming skills and problem-solving abilities. The competition attracts talented computer science students from across the United States, providing an opportunity to showcase their abilities and earn recognition in the field.",Computer Science,3,2,2,http://www.usaco.org/,Tier-based programming competition that challenges students to solve algorithmic problems. Winners advance to new stage and have opportunity to compete at national/international level.
Vans Custom Culture Art Competition,"Vans Custom Culture is an annual art competition that empowers high school students to unleash their creativity and design custom Vans shoes. Students are encouraged to express their unique style, artistic vision, and cultural influences through their shoe designs. The competition not only provides a platform for young artists to showcase their talent but also supports arts education by awarding grants to schools.",Art,3,2,1,https://customculture.vans.com/,Annual high school art competition for designing custom Vans shoes.
VEX,"VEX Robotics offers an engaging and competitive platform for students to explore the field of robotics. Participants design, build, and program robots using the VEX Robotics system to compete in exciting challenges and tournaments. The program encourages creativity, problem-solving, and teamwork as students strategize, collaborate, and innovate to achieve success. VEX Robotics provides a hands-on learning experience that combines STEM concepts with practical application.",Engineering,3,2,1,https://www.vexrobotics.com/,Design and program robot as a team to compete in new events yearly.
Wharton Data Science Academy,"The Wharton Data Science Academy is an immersive extracurricular program that offers students the opportunity to explore the field of data science and its applications in business and finance. Participants engage in hands-on learning experiences, gaining practical skills in data analysis, machine learning, and statistical modeling. Through interactive coursework, case studies, and industry projects, students develop a deep understanding of data-driven decision-making and its impact on various industries.",STEM/Business,2,2,1,https://globalyouth.wharton.upenn.edu/programs-courses/data-science-academy/,A program that offers students the opportunity to explore the data science and its applications in business and finance. Hosted by Wharton School of UPenn
Wharton Future of the Business World Program,"The Wharton Future of the Business World Program is an immersive summer experience designed for high school students who aspire to explore the dynamic world of business and economics. Hosted by the prestigious Wharton School of the University of Pennsylvania, this program provides an unparalleled opportunity to engage with top faculty and industry leaders while delving into real-world business challenges and opportunities.",Business,2,2,1,https://globalyouth.wharton.upenn.edu/programs-courses/future-of-the-business-world/,Summer program for high school students exploring business and economics at Wharton.
Wharton Leadership in the Business World Program,"The Wharton Leadership in the Business World Program is a prestigious and immersive summer program offered by the Wharton School at the University of Pennsylvania. It provides high school students with an opportunity to gain valuable insights into the world of business and develop essential leadership skills. Participants in the Wharton Leadership in the Business World Program engage in rigorous coursework, real-world case studies, and hands-on learning.",Business,2,2,1,https://globalyouth.wharton.upenn.edu/programs-courses/leadership-in-the-business-world/,High school summer program at Wharton focusing on business leadership skills.
World Historian Student Essay Competition,"The World Historian Student Essay Competition is an annual competition that invites high school students to showcase their historical research and writing skills. Participants are encouraged to explore various historical topics and submit original essays that demonstrate critical thinking, analytical skills, and a deep understanding of historical events and themes. The competition provides a platform for students to engage with the discipline of history and gain recognition for their scholarly work.",Social Science/History,2,2,1,https://www.thewha.org/wha-awards/world-historian-student-essay-competition/,An annual competition that invites high school students to showcase their historical research and writing skills through essay writing.
National Honor Society,"The National Honor Society (NHS) recognizes and promotes academic excellence, leadership, and community service among high school students. NHS members engage in various service projects and activities to make a positive impact within their school and local community.",Communications,3,2,1,https://www.nationalhonorsociety.org/,Recognizes and encourages academic excellence among high school students. 
Yale DHSRI High School Investment Competition,"The Yale DHSRI High School Investment Competition, hosted by the Dwight Hall Socially Responsible Investment Fund at Yale University, invites high school students in grades 9-12 to engage in a simulated investment challenge. In teams of 2-4, students manage a virtual portfolio of $100,000, integrating socially responsible investment principles and addressing ESG themes. The competition fosters financial literacy, sustainable investing, and strategic thinking, culminating in a final investment report that showcases participants' strategies and learning process.",Business,2,2,1,https://dhsri.sites.yale.edu/,High school investment competition at Yale focusing on socially responsible principles.
Yale Young Global Scholars,"Yale Young Global Scholars is an academic enrichment program that offers intensive summer courses to exceptional high school students from around the world. Participants engage in rigorous academic coursework, interact with renowned Yale faculty, and collaborate with peers to explore global issues and develop leadership skills. ",Education,2,2,2,https://globalscholars.yale.edu/,An academic enrichment program that offers intensive summer courses with rigorous academic coursework to exceptional high school students. Led by Yale faculty.
Young Authors Writing Competition,"The Young Authors Writing Competition is a creative writing contest that encourages young writers to showcase their literary talents. Participants have the opportunity to submit their original works of fiction, poetry, or creative non-fiction. This competition aims to foster a love for writing, nurture imagination, and recognize outstanding literary achievements among young authors.",Humanities,2,2,1,https://blogs.colum.edu/youngauthors/,Promotes young writers to showcase various literacy talents in a competition. 
Citizen Entrepreneurship Competition,"The Citizen Entrepreneurship Competition is a global initiative that empowers young entrepreneurs to showcase their innovative business ideas and projects focused on addressing pressing social and environmental challenges. This competition encourages youth from around the world to develop creative solutions that contribute to the United Nations Sustainable Development Goals. Participants have the opportunity to receive mentorship, gain international recognition, access funding opportunities, and join a global network of like-minded changemakers committed to driving positive change through entrepreneurship.",Business/Environment,2,2,1,https://www.un.org/youthenvoy/2016/05/youth-citizen-entrepreneurship-competition/,Iniative that empowers young entrepreneurs to showcase their innovative business ideas on addressing pressing social and environmental challenges
