name,description,major,size,impact,momentum,website,blurb
TEAMS,"TEAMS, or Tests of Engineering Aptitude, Mathematics, and Science, is an engineering-based competition that challenges participants to solve real-world engineering problems within a designated time frame. The activity involves a series of written and hands-on challenges that test students' knowledge and skills in the fields of engineering, mathematics, and science. Teams are required to work together to develop innovative solutions to complex problems, fostering collaboration, critical thinking, and problem-solving skills. This activity provides a practical application of engineering principles and allows students to showcase their abilities in a competitive environment.",Engineering,2,2,1,https://www.microsoft.com/en-us/microsoft-teams/group-chat-software,A competitive engineering challenge where students work in teams to solve real-world problems.
Technology Student Association,"The Technology Student Association is an engineering-focused extracurricular activity that allows students to explore various aspects of technology and engineering. Members have the opportunity to participate in competitions, workshops, and projects related to fields such as robotics, computer-aided design, and digital media production. The major of this activity is to provide students with hands-on experience and knowledge in the field of engineering and technology, as well as the opportunity to develop leadership and teamwork skills.",Engineering,2,2,2,https://tsaweb.org/,A club focused on applying technology and engineering concepts to solve real-world problems.
VEX Robotics,"VEX Robotics is an engineering activity focused on designing, building, and programming robots to compete in various challenges. Participants work in teams to create robots using VEX Robotics kits, which include various mechanical and electronic components. The main goal is to develop robots that can complete specific tasks, such as moving objects, navigating obstacles, or competing in head-to-head matches. This activity provides hands-on experience in engineering, problem-solving, and teamwork.",Engineering,3,2,1,https://www.vexrobotics.com/,This activity involves building and programming robots to complete specific challenges.
Poetry Out Loud,"Poetry Out Loud is a national competition where participants memorize and recite poems in front of an audience. The main goal is to encourage students to engage with poetry and improve their public speaking skills. Participants choose poems from an anthology provided by the program and are judged on their interpretation and performance. The competition is divided into local, state, and national levels, with winners receiving prizes and recognition. This activity provides an opportunity to explore and appreciate poetry while developing confidence and communication abilities.",English,3,1,1,https://www.poetryoutloud.org/,Students recite poems from memory in a competition.
Blue Ocean Competition,"The Blue Ocean Entrepreneur Pitch Competition is a business-focused event where participants present their innovative ideas for new products or services to a panel of judges. The goal is to come up with a business concept that stands out from existing offerings in the market, creating a ""blue ocean"" of uncontested market space. Participants must research their target audience, develop a business plan, and create a compelling pitch to convince the judges of the potential success of their idea. The competition provides an opportunity for students to apply their entrepreneurial skills and creativity to real-world business challenges.",Entrepreneurship,2,2,2,https://www.schoolenterprisechallenge.org/,Students create and pitch innovative business ideas to a panel of judges.
Boy Scouts of America,"The Boy Scouts of America is a youth organization focused on developing leadership skills, outdoor proficiency, and community service. Members participate in a variety of activities such as camping, hiking, and first aid training. The program also emphasizes character development and personal responsibility through earning merit badges and advancing in rank. The Boy Scouts of America offers opportunities for young people to develop practical skills and leadership abilities that can be applied to various aspects of life.",Entrepreneurship,3,2,1,https://www.scouting.org/,Participants learn leadership and business skills through project planning and execution.
The Diamond Challenge,The Diamond Challenge is an entrepreneurship competition where participants develop and pitch business ideas. Students are given the opportunity to explore their creativity and develop their problem-solving skills. The challenge encourages critical thinking and innovation in creating a business plan and presentation. It provides a platform for students to showcase their entrepreneurial potential and gain valuable experience in the business world.,Entrepreneurship,2,2,1,https://diamondchallenge.org/,Students create and pitch business ideas for a chance to win prizes.
MIT LaunchX Program,"The MIT LaunchX Program is an entrepreneurship activity that allows students to learn about starting and running a business. Participants will be able to explore the different aspects of entrepreneurship, such as developing a business idea, creating a business plan, and pitching their ideas to potential investors. This program focuses on building essential skills in business and innovation, and it is a great opportunity for students who are interested in pursuing a career in entrepreneurship.",Entrepreneurship,2,3,1,https://www.launchx.com/,A program that teaches students how to start and run their own business.
MIT Leadership Training Institute,"The MIT Leadership Training Institute is a program designed to develop leadership skills in students. The institute offers a range of workshops and seminars focused on leadership principles, communication, decision-making, and problem-solving. Participants have the opportunity to engage in hands-on activities and group projects to put their leadership skills to the test. The program also includes guest speakers and networking opportunities with professionals in various fields. The goal of the MIT Leadership Training Institute is to equip students with the tools and knowledge to become effective leaders in their future careers.",Entrepreneurship,2,2,1,MIT Leadership Training Institute,A leadership training program focused on entrepreneurship and innovation.
tecBRIDGE Business Plan Competition,"The tecBRIDGE High School Business Plan Competition is an opportunity for students to create and present a comprehensive business plan for a new venture. This activity allows participants to develop their entrepreneurial skills by conducting market research, developing financial projections, and presenting their ideas to a panel of judges. The competition provides a platform for students to showcase their creativity, critical thinking, and business acumen. It is a great way to gain real-world experience and receive feedback from industry professionals.",Entrepreneurship,2,2,1,https://www.tecbridgepa.org/business-plan-competition,A competition where students create and present business plans.
Technovation,"Technovation is a technology-based activity that focuses on developing mobile apps to address real-world problems. Participants work in teams to identify an issue in their community and then create an app to solve it. The major of this activity is technology and innovation. Throughout the program, students learn how to code, design, and pitch their app idea to a panel of judges. This activity provides an opportunity for students to gain practical experience in app development and problem-solving, as well as develop important skills such as teamwork, communication, and creativity.",Entrepreneurship,2,2,1,https://www.technovation.org/,An entrepreneurship activity where students create and pitch a tech solution to a real-world problem.
Citizen Entrepreneurship Competition,The Citizen Entrepreneurship Competition is an opportunity for individuals to showcase their entrepreneurial ideas and projects. Participants can submit their innovative business plans and ideas for a chance to win funding and mentorship to help bring their ideas to life. This competition encourages young people to think creatively and develop solutions to real-world problems through entrepreneurship. It provides a platform for aspiring entrepreneurs to gain valuable experience and support for their business ventures.,Entrepreneurship,2,2,1,https://www.un.org/youthenvoy/2016/05/youth-citizen-entrepreneurship-competition/,A competition for students to pitch business ideas for social impact.
National Honor Society,"The National Honor Society is an organization that recognizes and encourages academic achievement, leadership, service, and character. It provides opportunities for its members to develop leadership skills through various activities such as community service projects and fundraising events. Members are also expected to maintain high academic standards and serve as role models for their peers. The major focus of the National Honor Society is to promote and uphold these four pillars of scholarship, leadership, service, and character.",Entrepreneurship,3,2,1,https://www.nationalhonorsociety.org/,A program that encourages young people to develop their business skills and pursue entrepreneurial endeavors.
National History Bee,"The National History Bee is a competition that tests students' knowledge of historical events, people, and places. Participants answer questions about various historical topics in a quiz-style format. The competition is designed to challenge students' understanding of history and to encourage them to learn more about the subject. It is a great opportunity for students who have a passion for history to showcase their knowledge and compete against their peers.",History,1,2,1,https://nationalhistorybee.com/,A competition where students demonstrate their knowledge of historical events and figures.
National History Day ,"National History Day is a research competition where students choose a historical topic related to a yearly theme and conduct extensive research to create a project. This project can take the form of a documentary, exhibit, paper, performance, or website. Students are judged on their ability to conduct research, analyze and interpret sources, and effectively present their findings. The competition allows students to delve deeply into a historical topic of their choice and showcase their knowledge and creativity. The major of the activity is to promote the study of history and develop critical thinking and research skills.",History,3,2,1,https://nhd.org/en/,"A research-based project where students create exhibits, documentaries, papers, performances, or websites based on historical topics."
Telluride Association Summer Seminar ,"The Telluride Association Summer Seminar is an immersive academic program that focuses on the humanities. It provides an opportunity for students to engage in in-depth discussions and critical analysis of literature, philosophy, history, and other related subjects. Participants will have the chance to live and study on a college campus for several weeks, surrounded by like-minded peers and experienced faculty. This program offers a challenging and intellectually stimulating environment that encourages students to think critically and explore new ideas.",History,2,2,1,https://www.tellurideassociation.org/our-programs/high-school-students/,A summer program focused on discussing and analyzing historical and societal issues.
World Historian Essay Competition,"The World Historian Student Essay Competition is an opportunity for students to showcase their knowledge and understanding of world history through a written essay. Participants are tasked with researching and analyzing a specific historical topic or event, and presenting their findings in a clear and persuasive manner. The competition encourages students to develop their critical thinking and writing skills, while also deepening their understanding of global historical events. The essays are evaluated based on historical accuracy, analysis, and overall writing quality. This activity allows students to engage with and contribute to the field of world history.",History,2,2,1,https://www.thewha.org/wha-awards/world-historian-student-essay-competition/,Students write essays on historical events or figures from around the world to compete for a prize.
AMC,"AMC, or the American Mathematics Competition, is a nationwide mathematics contest that tests students' problem-solving skills and mathematical knowledge. The competition consists of multiple-choice questions that cover various mathematical topics including algebra, geometry, and number theory. The AMC is a challenging and prestigious activity that provides students with the opportunity to showcase their mathematical abilities and compete with their peers on a national level. The competition is a major event for students interested in pursuing a career in mathematics or related fields.",Mathematics,3,2,1,https://maa.org/math-competitions,A math competition for students to solve challenging problems.
Caribou Math Contests,The Caribou Math Contests is a series of online mathematics competitions for students. These contests cover a range of mathematical topics and are designed to challenge participants to think critically and solve complex problems. The contests are open to students of all skill levels and provide an opportunity to test and improve their mathematical abilities. The contests are typically held throughout the school year and offer a chance for students to compete against their peers from around the world. This activity is ideal for students with a strong interest in mathematics and problem-solving.,Mathematics,2,1,1,https://www.cariboutests.com/,A competitive math contest with monthly online challenges.
Continental Mathematics League,"The Continental Mathematics League is an annual academic competition that challenges students to solve complex mathematical problems. The competition aims to test students' problem-solving abilities and their understanding of various mathematical concepts. Participants are provided with a series of challenging math problems to solve within a specific time frame. The activity focuses on promoting critical thinking skills and improving mathematical reasoning. Students compete individually or as part of a team, with the goal of achieving high scores and demonstrating their proficiency in mathematics.",Mathematics,2,1,1,https://www.cmleague.com/,A competitive math problem-solving activity for students.
Euler Circle Institute,"The Euler Circle Institute is a mathematics program that focuses on advanced mathematical topics such as number theory, combinatorics, and geometry. The program is designed to challenge students who have a strong interest and aptitude in mathematics. Participants will engage in rigorous problem-solving activities, lectures, and discussions led by experienced mathematicians. The goal of the institute is to provide students with a deeper understanding of mathematical concepts and to prepare them for higher-level mathematics courses and competitions.",Mathematics,2,2,1,https://eulercircle.com/,A mathematics program for high school students focusing on problem-solving and advanced concepts.
HMMT,"The Harvard/MIT Mathematics Tournament (HMMT) is a competitive math competition that challenges students to solve complex math problems in a timed setting. Participants are required to use critical thinking and problem-solving skills to solve a variety of mathematical problems. The tournament covers a wide range of math topics, including algebra, geometry, and calculus. This activity provides an opportunity for students to apply their math knowledge in a competitive and challenging environment.",Mathematics,2,2,1,https://www.hmmt.org/,A competitive mathematics event involving individual and team problem-solving challenges.
MathCounts,"MathCounts is a competitive mathematics program for middle school students. It focuses on developing problem-solving skills and mathematical knowledge through individual and team competitions. Participants tackle a variety of math problems covering topics such as algebra, geometry, probability, and number theory. The program aims to foster a deeper understanding and appreciation for mathematics among students, preparing them for future academic and professional pursuits in STEM fields.",Mathematics,3,2,1,https://www.mathcounts.org/,A competitive mathematics program for students to solve complex problems in a timed setting.
Mu Alpha Theta,"Mu Alpha Theta is a mathematics honor society that focuses on promoting and recognizing excellence in the field of mathematics. Members participate in activities such as math competitions, tutoring, and community service projects. The organization also provides opportunities for students to develop leadership skills and engage in academic enrichment. Overall, Mu Alpha Theta is a great way for students who are passionate about mathematics to further explore and excel in the subject.",Mathematics,2,2,1,https://mualphatheta.org/,A club for students who enjoy and excel in mathematics and problem-solving.
PROMYS,"PROMYS is a mathematics program that focuses on number theory and its connections to other areas of mathematics. Participants engage in an intensive six-week summer program where they work on challenging mathematical problems, attend lectures, and collaborate with peers on research projects. The program aims to deepen students' understanding of mathematical concepts and develop their problem-solving skills. PROMYS provides a rigorous academic experience for students interested in pursuing advanced studies in mathematics or related fields.",Mathematics,2,2,1,https://promys.org/,A summer program for advanced students to study higher-level mathematics.
SUMaC,"SUMaC is a rigorous academic program at Stanford University that focuses on advanced mathematics. The program covers topics such as number theory, algebra, and combinatorics, and is designed for students with a strong interest and aptitude in mathematics. Participants engage in lectures, problem-solving sessions, and collaborative projects, and have the opportunity to work with renowned mathematicians and researchers. The program provides an in-depth exploration of mathematical concepts and allows students to develop their problem-solving and critical thinking skills.",Mathematics,2,2,1,https://spcs.stanford.edu/programs/stanford-university-mathematics-camp-sumac,A week-long residential program focused on advanced mathematics topics and problem-solving.
USAMTS,"USAMTS, or the USA Mathematical Talent Search, is a challenging math competition that consists of five problem sets. The problems require creative thinking and problem-solving skills, and cover a wide range of mathematical topics such as algebra, geometry, number theory, and combinatorics. Participants have several weeks to work on each problem set and must submit their solutions by the deadline. The competition is designed to help students develop their mathematical reasoning and communication skills, and is open to students of all grade levels.",Mathematics,2,2,2,https://www.usamts.org/,A competition where students solve challenging math problems at home.
HOSA,"HOSA, which stands for Health Occupations Students of America, is a student organization that provides opportunities for high school students to explore careers in the healthcare industry. Through HOSA, students have the chance to participate in various activities and competitions related to healthcare, such as medical terminology, nursing assisting, and biomedical debate. This allows students to gain valuable skills and knowledge in the field of healthcare and prepare for future careers in areas such as nursing, medicine, and public health.",Medical,3,2,1,https://hosa.org/,A club that prepares students for careers in healthcare through competitions and leadership opportunities.
Red Cross Club,"The Red Cross Club is a student organization focused on promoting public health and providing disaster relief. Members engage in various activities such as organizing blood drives, teaching CPR and first aid courses, and participating in disaster preparedness initiatives. The club also raises awareness about public health issues such as disease prevention, mental health, and nutrition. This club is a great opportunity for students interested in pursuing a career in healthcare or public health to gain hands-on experience and make a positive impact in their community.",Medical,3,2,1,https://www.redcross.org/red-cross-youth/red-cross-clubs/starting-a-red-cross-club.html,A club that focuses on providing medical aid and support to those in need.
ANN Neuroscience Research Prize,The ANN Neuroscience Research Prize is an opportunity for students to conduct independent research in the field of neuroscience. Participants will have the chance to explore and investigate various topics related to the brain and nervous system. This activity is a great way to gain hands-on experience in scientific research and to develop a deeper understanding of the complexities of the human brain. The prize offers students the chance to showcase their findings and potentially contribute to the field of neuroscience.,Medical,3,2,1,https://www.aan.com/research/neuroscience-research-prize,Students conduct research in the field of neuroscience and are awarded a prize for their findings.
All American Film Festival,"The All American Film Festival is an annual event that showcases a variety of films created by talented filmmakers. The festival provides a platform for filmmakers to share their work with a wider audience and receive recognition for their creative efforts. It also offers opportunities for networking and learning from industry professionals. The festival typically features a diverse range of films, including documentaries, narratives, and experimental works, allowing attendees to experience a wide array of storytelling and filmmaking techniques. Overall, the All American Film Festival celebrates the art of filmmaking and provides a valuable opportunity for filmmakers to connect with audiences and peers.",Art,2,2,1,https://www.hsfilmfest.com/,A showcase of student-made films celebrating American culture and storytelling.
National YoungArts Foundation Program,"The National YoungArts Foundation Program is an arts competition that recognizes and supports talented young artists in various disciplines, including visual arts, writing, and performing arts. Participants have the opportunity to showcase their skills and receive mentorship from accomplished artists in their field. This program provides a platform for young artists to gain recognition and advance their artistic careers through workshops, performances, and exhibitions. It is a prestigious program that allows participants to connect with other talented individuals and gain valuable experience in their chosen art form.",Art,2,2,1,https://youngarts.org/,A program that provides opportunities for young artists to showcase their work and receive mentorship.
National Young Composers Challenge ,"The National Young Composers Challenge is a music competition that gives young musicians the opportunity to showcase their original compositions. Participants are asked to submit an original piece of music, which is then judged by a panel of professional composers and musicians. The competition provides a platform for aspiring composers to gain recognition for their work and to receive valuable feedback from industry professionals. This activity is a great opportunity for students who are interested in pursuing a career in music composition.",Art,1,2,1,https://www.youngcomposerschallenge.org/,An art activity where students create original musical compositions.
NSDA,"The NSDA (National Speech & Debate Association) is a high school communication activity that focuses on public speaking and debate. Students participate in various events such as original oratory, extemporaneous speaking, and Lincoln-Douglas debate. The purpose of the activity is to improve communication skills, critical thinking, and research abilities. Participants have the opportunity to compete at local, regional, and national levels, gaining valuable experience and recognition in the field of communication.",Political Science,3,2,1,https://www.speechanddebate.org/nationals/,Debate and discuss current events and political issues in a competitive setting.
National Ethics Bowl,"The National High School Ethics Bowl (NHSEB) is a competitive academic event where teams of students analyze and discuss real-life ethical issues. Participants are presented with a series of case studies covering a wide range of topics such as technology, medicine, and the environment. The main goal of the activity is to engage in respectful and thoughtful dialogue with peers, while also learning to think critically about complex moral dilemmas. Teams are judged on their ability to articulate and defend their ethical perspectives, as well as their understanding of ethical theories and concepts. The NHSEB provides a platform for students to develop their communication and reasoning skills, as well as gain a deeper understanding of ethical decision-making.",Political Science,2,2,1,https://nhseb.org/,A debate competition where students discuss ethical dilemmas in real-world scenarios.
Model United Nations,"Model United Nations is a simulation of the United Nations where participants take on the roles of delegates from different countries and engage in debates and negotiations on various global issues. The goal is to reach consensus and find solutions to real-world problems such as climate change, human rights, and international conflicts. Participants research and represent the policies of their assigned countries, learning about diplomacy, international relations, and the complexities of global politics. It is a challenging and educational experience that helps develop critical thinking, public speaking, and negotiation skills.",Political Science,3,2,1,https://www.un.org/en/mun,A simulation of international diplomacy and debate among students representing different countries.
JSA,"The Junior State of America (JSA) is a student-run organization that focuses on promoting political awareness and activism among young people. The activity provides opportunities for students to engage in debates, simulations, and discussions on current events and political issues. Participants have the chance to develop leadership skills and learn about the democratic process through various activities such as mock elections and legislative simulations. The JSA helps students gain a better understanding of political science and encourages them to become informed and engaged citizens.",Political Science,2,2,1,https://jsa.org/,A club where students debate political issues and participate in simulations of government.
Yale Young Global Scholars,"Yale Young Global Scholars is an academic program that offers a two-week intensive study of international relations, politics, economics, and law. It provides students with the opportunity to engage in a variety of activities, such as lectures, seminars, and group discussions, to enhance their understanding of global issues. The program also includes a major research project that allows students to delve deeper into a specific topic within the field of international relations. Overall, it aims to foster critical thinking and leadership skills in students interested in pursuing careers in diplomacy, international law, and global governance.",Political Science,2,2,2,https://globalscholars.yale.edu/,A program that provides students with an opportunity to learn about global politics and diplomacy.
BioGENEius Challenge,The BioGENEius Challenge is a biology competition that focuses on genetic engineering and biotechnology. Participants are tasked with conducting original research in these fields and presenting their findings to a panel of judges. The goal of the competition is to encourage students to explore the potential applications of genetic engineering and biotechnology in solving real-world problems. This activity provides a platform for students to showcase their scientific skills and knowledge in a competitive setting. It also offers an opportunity for students to network with professionals in the biotechnology industry and gain valuable experience in the field.,Science,2,2,1,https://biotechinstitute.org/biogeneius/,A science competition where students showcase original research projects in the field of biotechnology.
National Institute of Health,"The National Institute of Health (NIH) high school biology activity focuses on providing students with the opportunity to engage in hands-on laboratory work and research in the field of biology. This activity allows students to work alongside professional scientists and researchers to gain valuable practical experience in conducting experiments, analyzing data, and exploring various topics within the realm of biology. The main goal of this activity is to expose students to the real-world application of biology and foster an understanding of scientific research methodologies. Students will have the chance to delve into topics such as genetics, cellular biology, and environmental science through a series of interactive and immersive laboratory activities. This experience gives students a glimpse into the world of scientific research and helps them develop critical thinking and problem-solving skills essential for a future career in the biological sciences.",Science,2,3,1,https://www.nih.gov/,Students engage in hands-on scientific research at a renowned health institute.
UPenn Biomedical Research Program,"The UPenn Biomedical Research Program is a hands-on educational opportunity for students interested in the field of biology. Participants will engage in laboratory experiments, data analysis, and research projects under the guidance of experienced scientists and researchers. This program provides valuable insight into the biomedical field and allows students to gain practical experience in conducting experiments and analyzing results. It is a unique opportunity to explore the various career paths within the field of biology.",Science,1,2,1,https://hs.sas.upenn.edu/summer-programs/academies/biomedical,A program where students participate in biomedical research at UPenn.
USA Biology Olympiad,"The USA Biology Olympiad is a national competition that tests students' knowledge and understanding of biology. Participants are required to demonstrate their expertise in various areas of biology, including genetics, biochemistry, and cellular biology. The competition consists of two rounds, with the first being a written exam and the second involving laboratory practicals. Students who excel in the competition may have the opportunity to represent the United States in the International Biology Olympiad. This activity is ideal for students who have a strong interest in biology and are looking to challenge themselves in the subject.",Science,3,2,2,https://www.usabo-trc.org/,A competition testing students' knowledge of biology through challenging exams and practical assessments.
IChO,"The International Chemistry Olympiad (IChO) is a prestigious international competition that brings together top students from around the world to test their knowledge and skills in chemistry. Participants compete in a series of theoretical and practical exams that cover a wide range of topics in chemistry, including organic chemistry, inorganic chemistry, physical chemistry, and analytical chemistry. The main goal of the IChO is to promote interest and excellence in chemistry among young students and to provide a platform for them to showcase their talents on a global stage.",Science,3,2,1,https://www.ichosc.org/,A chemistry competition where students solve theoretical and practical problems.
U.S National Chemistry Olympiad,"The U.S National Chemistry Olympiad is a competitive exam that tests students' knowledge and understanding of chemistry. Participants are required to solve complex and challenging chemistry problems that assess their understanding of key concepts in the subject. The exam is designed to identify and reward students with exceptional skills in chemistry. It is a major national event that draws participants from across the country, providing an opportunity for students to showcase their expertise in the field of chemistry.",Science,3,2,2,https://www.acs.org/education/students/highschool/olympiad.html,A nationwide chemistry competition for students to showcase their knowledge and problem-solving skills.
Adopt-a-Physicist,"Adopt-a-Physicist is a program where students are paired with a professional physicist in the field. The physicist acts as a mentor, providing insight into their work and the physics industry. Students have the opportunity to ask questions, gain career advice, and learn about real-world applications of physics. This program allows students to explore the diverse career paths available in physics and gain valuable knowledge from experienced professionals in the field.",Science,1,2,1,https://www.adoptaphysicist.org/,Students are paired with a physicist to learn about their work and ask questions.
IYPT,"The International Young Physicists' Tournament (IYPT) is a competition where students work in teams to solve complex physics problems. The tournament focuses on researching, presenting, and defending solutions to 17 open-ended physics problems. Teams are judged on their ability to think critically, work collaboratively, and communicate effectively. The tournament encourages students to apply their knowledge of physics to real-world scenarios and develop problem-solving skills. This activity provides a platform for students to engage in scientific inquiry and develop a deeper understanding of physics concepts.",Science,3,2,1,https://www.iypt.org/,Students compete in a series of physics challenges focused on problem-solving and experimentation.
National Science Bowl,"The National Science Bowl (NSB) is an academic competition that tests students' knowledge in various areas of physics, including mechanics, electricity, magnetism, thermodynamics, and nuclear physics. Teams of students compete in a fast-paced quiz bowl format, answering questions on complex scientific concepts and theories. The competition emphasizes critical thinking, problem-solving, and teamwork, making it an excellent opportunity for students interested in pursuing a career in physics or related fields.",Science,3,2,1,https://science.osti.gov/wdts/nsb,A competitive science quiz where teams answer challenging science and math questions.
USA Physics Olympiad,"The USA Physics Olympiad is a national competition for students interested in physics. It is designed to test students' problem-solving skills and understanding of fundamental physics concepts. Participants are required to solve complex physics problems and demonstrate their understanding of various topics such as mechanics, electricity, magnetism, thermodynamics, and modern physics. The competition consists of two challenging exams, the preliminary and semifinal exams, which aim to identify and recognize top-performing students in the field of physics. The USA Physics Olympiad provides an opportunity for students to showcase their physics knowledge and compete at a national level.",Science,3,2,1,https://www.aapt.org/physicsteam/PT-landing.cfm,A physics competition where students solve complex problems to demonstrate their understanding of the subject.
Toshiba ExploraVision,"Toshiba ExploraVision is a STEM (Science, Technology, Engineering, and Math) activity where students work in teams to envision and research a technology that could exist in 20 years. They are required to choose a current technology and then brainstorm ideas for how it might evolve in the future. The students then research the current technology and predict what advancements might be made in the future, including potential benefits and challenges. The goal is for students to think critically and creatively about the potential of technology and its impact on the world.",Science,2,2,2,https://www.exploravision.org/,A project where students create innovative technology ideas.
Brower Youth Awards,"The Brower Youth Awards is an environmental science program that recognizes young people who have made significant contributions to environmental sustainability and activism. Participants in this program are required to develop and implement projects that address environmental issues in their communities. The major focus of the activity is to empower youth to take action on environmental issues and inspire others to do the same. Through this program, students have the opportunity to make a tangible impact on the environment and gain recognition for their efforts.",Science,2,2,1,https://www.broweryouthawards.org/,A science program that recognizes and supports youth environmental activists.
Envirothon,"Envirothon is a competitive, academic program that focuses on environmental science and natural resource management. It is a hands-on, team-based activity that challenges participants to apply their knowledge of ecology, forestry, wildlife, and soil and water resources to real-world environmental issues. The program involves field trips, outdoor activities, and studying wildlife and plant species. Teams compete in a series of tests and questions, and the winners may advance to state or national competitions. It is a great opportunity for students interested in environmental science to expand their knowledge and skills in a fun and engaging way.",Science,3,2,1,https://envirothon.org/,An environmental science competition where students compete in various disciplines.
The Summer Science Program,"The Summer Science Program offers a six-week astronomy course for students interested in studying the stars and celestial bodies. Participants will have the opportunity to work on real research projects in a team setting, using state-of-the-art telescopes and equipment. The program covers topics such as astrophysics, observational techniques, and data analysis. Students will also have the chance to visit top research facilities and engage with leading scientists in the field. This immersive experience provides a comprehensive introduction to the study of astronomy and can be a valuable addition to any student's academic pursuits.",Science,2,2,1,https://summerscience.org/the-ssp-experience/what-is-ssp/,A summer program for students to engage in hands-on science research and experiments.
Science Olympiad,"The Science Olympiad is a competitive science-based event that tests students' knowledge and skills in various scientific disciplines such as biology, chemistry, physics, and earth science. Participants compete in a series of events that challenge their critical thinking, problem-solving, and teamwork abilities. The activities range from written tests to hands-on experiments and engineering challenges. The Science Olympiad aims to foster an interest in science and technology while promoting collaboration and academic excellence.",Science,3,2,1,https://www.soinc.org/,A competitive event where students participate in various science-related challenges and activities.
ISEF,"The ISEF (International Science and Engineering Fair) is a global competition where students from around the world present their original research in the fields of science, technology, engineering, and mathematics (STEM). Participants showcase their projects to a panel of judges and compete for awards, scholarships, and recognition. The fair provides a platform for high school students to share their innovative ideas and discoveries with the scientific community, fostering a spirit of inquiry and collaboration. This event offers students the opportunity to gain valuable experience in presenting their work and networking with professionals in their field of study.",Science,3,3,1,https://www.societyforscience.org/isef/,A competition where students present original research projects in various scientific fields.
Regeneron Science Talent Search,"The Regeneron Science Talent Search is a prestigious science competition that allows students to showcase their research and scientific abilities. Participants conduct original research in the fields of science, engineering, mathematics, or medicine and submit their findings for review. Selected finalists are given the opportunity to present their work to leading scientists and compete for scholarships and recognition. This activity provides students with a platform to demonstrate their passion for scientific inquiry and innovation.",Science,3,2,1,https://www.societyforscience.org/regeneron-sts/,A research competition for students to showcase scientific projects and discoveries.
Simmons Summer Research Program,"The Simmons Summer Research Program is a program that allows students to engage in scientific research in a university setting. Students will have the opportunity to work closely with professors and graduate students in a specific scientific field, such as biology, chemistry, or environmental science. Through this program, students will gain hands-on experience in conducting experiments, analyzing data, and presenting their findings. This program provides a valuable opportunity for students to gain insight into the world of scientific research and potentially pursue a career in the sciences.",Science,2,2,1,https://www.stonybrook.edu/simons/,An opportunity for students to engage in scientific research over the summer.
Destination Imagination,"Destination Imagination is a creative writing activity that challenges participants to work together to solve open-ended challenges in the fields of STEM, fine arts, and service learning. Students will use their critical thinking, creativity, and collaborative skills to tackle complex problems and present their solutions in a live competition setting. The activity focuses on developing innovative thinking and effective communication, as well as fostering teamwork and leadership skills.",Writing,2,2,1,https://www.destinationimagination.org/,This activity involves teams creating and presenting unique solutions to creative challenges.
Gutenberg Award,"The Gutenberg Award is a journalism competition that recognizes outstanding achievement in the field of student journalism. Participants are required to submit various articles, photographs, and design layouts that demonstrate their skills in reporting, writing, and storytelling. A panel of judges evaluates the submissions and selects winners based on the quality and impact of their work. The award aims to promote excellence in journalism and inspire young writers to pursue careers in the field.",Writing,2,2,1,https://gceaonline.org/student-resources/student-contests/gutenberg-award/,Students write and submit original works for recognition.
John Locke Essay Competition,"The John Locke Global Essay Competition is an international competition that invites students to submit essays on current global issues from the perspective of political philosophy, particularly the ideas of John Locke. Participants are required to research and analyze a specific topic related to international relations, and present their arguments and opinions in a well-structured and coherent essay. This competition provides an opportunity for students to engage with complex global issues and develop their critical thinking and writing skills. The winners of the competition receive recognition and sometimes prizes for their work.",Writing,3,2,1,https://www.johnlockeinstitute.com/essay-competition,Students write essays on topics related to John Locke's philosophy for a chance to win prizes.
NACLO,"The North American Computational Linguistics Open Competition is a competition where students use computer programming and language analysis to solve linguistic problems. This activity is centered around the study of linguistics, which is the scientific study of language and its structure. Participants will work in teams to tackle real-world language processing challenges using computer algorithms and coding skills. The competition tests students' ability to analyze, manipulate, and understand human language using computational techniques. This activity provides an opportunity for students to apply their knowledge of linguistics in a practical and competitive setting.",Writing,2,2,1,https://naclo.org/,A competition where students analyze and solve language-based puzzles.
National English Honor Society,"The National English Honor Society is an academic organization that recognizes and promotes excellence in English language and literature. Members participate in activities that promote literacy, writing, and critical thinking skills. The society also engages in community service projects related to English and literacy. The major focus of the activity is to foster a love and appreciation for the English language and literature, and to encourage academic achievement in these areas.",Writing,2,2,1,https://www.nehs.us/,A writing activity that recognizes and promotes excellence in English language and literature.
Young Authors Writing Competition,"The Young Authors Writing Competition is an opportunity for students to showcase their writing skills and creativity by submitting original works of fiction, non-fiction, or poetry. Participants have the chance to have their work recognized and published, as well as to compete for prizes and awards. This activity allows students to hone their writing abilities, gain recognition for their talent, and potentially kickstart a career in writing.",Writing,2,2,1,https://blogs.colum.edu/youngauthors/,A writing competition for young writers to showcase their work and compete for recognition.
