name,description,major,size,impact,momentum,website,blurb
John Locke Global Essay Competition,"The John Locke Global Essay Competition is an international competition that invites students to submit essays on current global issues from the perspective of political philosophy, particularly the ideas of John Locke. Participants are required to research and analyze a specific topic related to international relations, and present their arguments and opinions in a well-structured and coherent essay. This competition provides an opportunity for students to engage with complex global issues and develop their critical thinking and writing skills. The winners of the competition receive recognition and sometimes prizes for their work.",International Relations,3,2,1,https://www.johnlockeinstitute.com/essay-competition,A global essay competition focused on international relations and political philosophy.
Junior State of America (JSA),"The Junior State of America (JSA) is a student-run organization that focuses on promoting political awareness and activism among young people. The activity provides opportunities for students to engage in debates, simulations, and discussions on current events and political issues. Participants have the chance to develop leadership skills and learn about the democratic process through various activities such as mock elections and legislative simulations. The JSA helps students gain a better understanding of political science and encourages them to become informed and engaged citizens.",Political Science,2,1,1,https://jsa.org/,A program where students engage in debates and simulations to learn about government and politics.
MATE ROV Competition,"The MATE ROV Competition is an engineering competition where teams design, build, and pilot an underwater remotely operated vehicle (ROV). The competition aims to simulate real-world engineering challenges in ocean exploration and research. Participants are tasked with completing specific tasks such as collecting samples, installing equipment, and navigating obstacles in a simulated underwater environment. The competition encourages teamwork, problem-solving, and hands-on engineering skills. It provides a practical application of engineering principles and introduces students to potential career paths in marine technology and engineering.",Engineering,2,2,1,https://materovcompetition.org/,Students design and build underwater robots to compete in various tasks.
MathCounts (Middle Schoolers),"MathCounts is a competitive mathematics program for middle school students. It focuses on developing problem-solving skills and mathematical knowledge through individual and team competitions. Participants tackle a variety of math problems covering topics such as algebra, geometry, probability, and number theory. The program aims to foster a deeper understanding and appreciation for mathematics among students, preparing them for future academic and professional pursuits in STEM fields.",Mathematics,3,1,1,https://www.mathcounts.org/,"A competitive math program for students in grades 6-8, involving individual and team challenges."
MIT LaunchX Program,"The MIT LaunchX Program is an entrepreneurship activity that allows students to learn about starting and running a business. Participants will be able to explore the different aspects of entrepreneurship, such as developing a business idea, creating a business plan, and pitching their ideas to potential investors. This program focuses on building essential skills in business and innovation, and it is a great opportunity for students who are interested in pursuing a career in entrepreneurship.",Entrepreneurship,2,3,1,https://www.launchx.com/,A program that teaches students how to develop and launch their own business ideas.
MIT Leadership Training Institute,"The MIT Leadership Training Institute is a program designed to develop leadership skills in students. The institute offers a range of workshops and seminars focused on leadership principles, communication, decision-making, and problem-solving. Participants have the opportunity to engage in hands-on activities and group projects to put their leadership skills to the test. The program also includes guest speakers and networking opportunities with professionals in various fields. The goal of the MIT Leadership Training Institute is to equip students with the tools and knowledge to become effective leaders in their future careers.",Leadership,2,2,1,MIT Leadership Training Institute,An intensive leadership training program focused on developing communication and teamwork skills.
MIT THINK Research Program,"The MIT THINK Research Program is an engineering-focused activity that allows students to engage in hands-on research and project-based learning. Participants have the opportunity to work on real-world engineering challenges and develop innovative solutions. The program covers a wide range of engineering disciplines, including mechanical, electrical, and computer engineering. Students will have the chance to collaborate with peers and mentors, gaining valuable experience and insights into the field of engineering. This program offers a unique opportunity to apply classroom knowledge to practical, real-world situations, and to develop critical thinking and problem-solving skills.",Engineering,2,2,1,https://think.mit.edu/,A program where students conduct research projects with MIT faculty.
Mu Alpha Theta,"Mu Alpha Theta is a mathematics honor society that focuses on promoting and recognizing excellence in the field of mathematics. Members participate in activities such as math competitions, tutoring, and community service projects. The organization also provides opportunities for students to develop leadership skills and engage in academic enrichment. Overall, Mu Alpha Theta is a great way for students who are passionate about mathematics to further explore and excel in the subject.",Mathematics,2,2,1,https://mualphatheta.org/,A mathematics club that focuses on problem-solving and competitions.
NACLO- North American Computational Linguistics Open Competition,"NACLO is a competition that focuses on the study of language and its structure. Participants are tasked with solving linguistic puzzles and problems using logic and reasoning skills. The major of the activity is linguistics, which is the scientific study of language and its structure. The competition challenges students to apply their knowledge of language and problem-solving skills to real-world linguistic challenges. The goal is to encourage critical thinking and problem-solving in the field of linguistics.",Linguistics,2,1,1,https://naclo.org/,A competition where students solve language puzzles using computational techniques.
NAQT High School National Championship Tournament Preparation,"The NAQT High School National Championship Tournament Preparation is a competitive academic event where teams of students compete against each other to answer questions on a wide range of topics including literature, science, history, and the arts. The questions are designed to test the students' knowledge and critical thinking skills. The tournament is a major event in the Quiz Bowl circuit and requires extensive preparation and teamwork to succeed.",Quiz Bowl,3,2,2,https://www.naqt.com/hsnct/,A competition where students prepare for a national championship tournament.
National Geographic Student Photo Contest,"The National Geographic Student Photo Contest is a photography competition that allows students to submit their original photographs for a chance to be featured in National Geographic magazine. Participants can capture and submit images of landscapes, wildlife, people, and cultures from around the world. This activity provides students with the opportunity to showcase their photography skills and creativity on a national platform. It also encourages students to explore different cultures and environments through the lens of a camera. The contest aims to inspire young photographers to document and appreciate the beauty and diversity of the world around them.",Photography,3,2,1,https://www.nationalgeographic.com/contests,A photography contest for students to submit their photos for a chance to be featured.
Human Exploration Rover Challenge,"The Human Exploration Rover Challenge is an engineering activity focused on designing and building a human-powered rover for off-road exploration. Participants work in teams to create a vehicle capable of navigating a simulated planetary surface, complete with obstacles and challenging terrain. The goal is to promote problem-solving, innovation, and teamwork while applying principles of engineering and design. The challenge provides a hands-on opportunity to apply theoretical knowledge to a practical, real-world problem.",Engineering,3,2,1,https://www.nasa.gov/learning-resources/nasa-human-exploration-rover-challenge/,"Students design, build, and test human-powered rovers for off-road exploration."
National Cyber League,"The National Cyber League is a cybersecurity competition where participants can test and enhance their skills in areas such as password cracking, open source intelligence, network traffic analysis, and log analysis. The competition is designed to simulate real-world cybersecurity scenarios, and it provides an opportunity for participants to gain practical experience in a rapidly growing field. Students can compete individually or as part of a team, and the competition allows them to showcase their abilities to potential employers. This activity is ideal for students interested in pursuing a career in cybersecurity or computer science.",Cybersecurity,2,2,1,https://nationalcyberleague.org/,A nationwide competition where participants test their cybersecurity skills.
National Art Honor Society,"The National Art Honor Society is an organization that recognizes and encourages students with a strong interest and talent in the visual arts. Members have the opportunity to participate in various art-related activities, such as community service projects, art exhibitions, and workshops. The main goal of the National Art Honor Society is to promote artistic excellence and foster creativity among its members.",Art,2,2,2,https://www.arteducators.org/national-art-honor-societies,A student-led organization that promotes and recognizes artistic talent and creativity.
National Cyber Scholarship Foundation,"The National Cyber Scholarship Foundation is an opportunity for students to demonstrate their skills in cybersecurity through a series of challenges and competitions. Participants will have the chance to showcase their knowledge of coding, cryptography, and network security. This activity provides an opportunity for students to learn new skills and gain experience in a rapidly growing field.",Cybersecurity,1,2,1,https://www.nationalcyberscholarship.org/,A cybersecurity competition for students to showcase their skills and knowledge in protecting digital systems.
National Economics Challenge,"The National Economics Challenge is a competition that tests participants' knowledge of economics. It is a nationwide event that brings together students to showcase their understanding of economic concepts and principles. Participants compete in teams to answer questions related to microeconomics, macroeconomics, international economics, and current events. The competition aims to promote economic literacy and critical thinking skills among high school students. It provides an opportunity for students to apply their classroom knowledge to real-world scenarios and gain valuable experience in economic analysis.",Economics,2,2,1,https://www.councilforeconed.org/programs/for-students/national-economic-challenge/,A competition where students demonstrate their knowledge of economic principles and problem-solving skills.
National English Honor Society,"The National English Honor Society is an academic organization that recognizes and promotes excellence in English language and literature. Members participate in activities that promote literacy, writing, and critical thinking skills. The society also engages in community service projects related to English and literacy. The major focus of the activity is to foster a love and appreciation for the English language and literature, and to encourage academic achievement in these areas.",English,2,2,1,https://www.nehs.us/,A society for students with a passion for English literature and writing.
National Greek Exam ,"The National Greek Exam is a nationwide academic competition that tests participants' knowledge of ancient Greek language, literature, history, and culture. The exam is designed to challenge students who are interested in classics and ancient civilizations. It covers a range of topics including grammar, vocabulary, and comprehension of ancient texts. The exam is an opportunity for students to showcase their understanding of the Greek language and its significance in shaping Western civilization. It is a rigorous and intellectually stimulating activity for those passionate about the classics.",Classics,2,2,1,https://www.aclclassics.org/Exams/National-Greek-Exam,"A test that assesses knowledge of Greek language, literature, and culture."
National History Bee,"The National History Bee is a competition that tests students' knowledge of historical events, people, and places. Participants answer questions about various historical topics in a quiz-style format. The competition is designed to challenge students' understanding of history and to encourage them to learn more about the subject. It is a great opportunity for students who have a passion for history to showcase their knowledge and compete against their peers.",History,1,2,1,https://nationalhistorybee.com/,A competition where students test their knowledge of historical events and figures.
National History Day ,"National History Day is a research competition where students choose a historical topic related to a yearly theme and conduct extensive research to create a project. This project can take the form of a documentary, exhibit, paper, performance, or website. Students are judged on their ability to conduct research, analyze and interpret sources, and effectively present their findings. The competition allows students to delve deeply into a historical topic of their choice and showcase their knowledge and creativity. The major of the activity is to promote the study of history and develop critical thinking and research skills.",History,3,2,1,https://nhd.org/en/,An annual event where students present historical research projects.
National Institute of Health,"The National Institute of Health (NIH) high school biology activity focuses on providing students with the opportunity to engage in hands-on laboratory work and research in the field of biology. This activity allows students to work alongside professional scientists and researchers to gain valuable practical experience in conducting experiments, analyzing data, and exploring various topics within the realm of biology. The main goal of this activity is to expose students to the real-world application of biology and foster an understanding of scientific research methodologies. Students will have the chance to delve into topics such as genetics, cellular biology, and environmental science through a series of interactive and immersive laboratory activities. This experience gives students a glimpse into the world of scientific research and helps them develop critical thinking and problem-solving skills essential for a future career in the biological sciences.",Biology,2,3,1,https://www.nih.gov/,Students learn about health and disease through interactive modules and virtual lab activities.
National Science Bowl (NSB),"The National Science Bowl (NSB) is an academic competition that tests students' knowledge in various areas of physics, including mechanics, electricity, magnetism, thermodynamics, and nuclear physics. Teams of students compete in a fast-paced quiz bowl format, answering questions on complex scientific concepts and theories. The competition emphasizes critical thinking, problem-solving, and teamwork, making it an excellent opportunity for students interested in pursuing a career in physics or related fields.",Physics,3,2,1,https://science.osti.gov/wdts/nsb,A competitive quiz on various physics topics.
National YoungArts Foundation Program,"The National YoungArts Foundation Program is an arts competition that recognizes and supports talented young artists in various disciplines, including visual arts, writing, and performing arts. Participants have the opportunity to showcase their skills and receive mentorship from accomplished artists in their field. This program provides a platform for young artists to gain recognition and advance their artistic careers through workshops, performances, and exhibitions. It is a prestigious program that allows participants to connect with other talented individuals and gain valuable experience in their chosen art form.",Performing Arts,2,2,1,https://youngarts.org/,An intensive program for young artists to develop their skills and showcase their talents.
National Young Composers Challenge ,"The National Young Composers Challenge is a music competition that gives young musicians the opportunity to showcase their original compositions. Participants are asked to submit an original piece of music, which is then judged by a panel of professional composers and musicians. The competition provides a platform for aspiring composers to gain recognition for their work and to receive valuable feedback from industry professionals. This activity is a great opportunity for students who are interested in pursuing a career in music composition.",Music,1,2,1,https://www.youngcomposerschallenge.org/,An annual competition for creating original music compositions.
Odyssey of the Mind,"Odyssey of the Mind is an engineering-based problem-solving competition that involves teams of students working together to solve complex challenges. Participants are given a specific problem to solve within a set time frame, and they must design, build, and present a solution to a panel of judges. The challenges often require creative thinking, engineering skills, and teamwork to successfully complete. This activity provides students with the opportunity to develop their problem-solving abilities and engineering skills in a fun and competitive environment.",Engineering,2,2,1,https://www.odysseyofthemind.com/,A competitive problem-solving program for students to showcase creativity and teamwork.
Project Paradigm,"Project Paradigm is an engineering activity that involves designing and building a prototype that addresses a real-world problem. Participants work in teams to identify an issue and create a solution using engineering principles. The activity encourages students to think critically, collaborate with peers, and apply their knowledge of math and science to create a practical and innovative design. The goal is to develop a functional prototype that can effectively solve the identified problem. This activity provides students with hands-on experience in engineering and problem-solving skills.",Engineering,2,2,1,https://www.projectparadigm.org/,A collaborative engineering project focused on solving real-world problems.
The Plant the Moon Challenge,"The Plant the Moon Challenge is an aerospace engineering activity that involves designing and building a prototype lunar greenhouse. Participants are tasked with creating a sustainable and efficient system for growing plants on the moon using limited resources and space. The challenge requires students to apply their knowledge of engineering, physics, and biology to solve real-world problems related to space exploration. Through this activity, students gain practical experience in the field of aerospace engineering and develop critical thinking and problem-solving skills.",Aerospace engineering,2,2,1,https://plantthemoon.com/,Students design and build a prototype to grow plants in a simulated lunar environment.
Poetry Out Loud,"Poetry Out Loud is a national competition where participants memorize and recite poems in front of an audience. The main goal is to encourage students to engage with poetry and improve their public speaking skills. Participants choose poems from an anthology provided by the program and are judged on their interpretation and performance. The competition is divided into local, state, and national levels, with winners receiving prizes and recognition. This activity provides an opportunity to explore and appreciate poetry while developing confidence and communication abilities.",English,3,1,1,https://www.poetryoutloud.org/,Students recite and perform poetry from memory in a competition.
Quiz Bowl ,"Quiz Bowl is a competitive academic activity where teams of students compete to answer questions about history, literature, science, and other subjects. It is a fast-paced and challenging game that tests participants' knowledge and critical thinking skills. The activity is a great way to learn and review a wide range of topics, and it requires teamwork and quick thinking to succeed.",History,2,2,1,https://www.naqt.com/about/quiz-bowl.html,A competitive academic trivia game focusing on history and general knowledge.
PROMYS,"PROMYS is a mathematics program that focuses on number theory and its connections to other areas of mathematics. Participants engage in an intensive six-week summer program where they work on challenging mathematical problems, attend lectures, and collaborate with peers on research projects. The program aims to deepen students' understanding of mathematical concepts and develop their problem-solving skills. PROMYS provides a rigorous academic experience for students interested in pursuing advanced studies in mathematics or related fields.",Mathematics,2,2,1,https://promys.org/,An intensive summer program for students interested in advanced mathematics.
Regeneron Science Talent Search,"The Regeneron Science Talent Search is a prestigious science competition that allows students to showcase their research and scientific abilities. Participants conduct original research in the fields of science, engineering, mathematics, or medicine and submit their findings for review. Selected finalists are given the opportunity to present their work to leading scientists and compete for scholarships and recognition. This activity provides students with a platform to demonstrate their passion for scientific inquiry and innovation.",Science,3,2,1,https://www.societyforscience.org/regeneron-sts/,A research competition for students to showcase their scientific projects.
RoboCup Robotics Competition,"The RoboCup Robotics Competition is an engineering activity where teams design, build, and program autonomous robots to compete in various challenges. The major focus of the activity is to promote advancements in robotics and artificial intelligence. Teams work together to develop innovative strategies and technologies to navigate through obstacles, complete tasks, and ultimately win the competition. This hands-on experience allows students to apply their knowledge in engineering, computer science, and problem-solving to create functional and efficient robotic systems.",Engineering,2,2,1,https://www.robocup.org/,Students design and build robots to compete in a variety of challenges.
RISE,"RISE is an engineering program that focuses on the principles of research, innovation, and design. Students in this program have the opportunity to work on real-world engineering projects, apply problem-solving skills, and gain hands-on experience in various engineering fields such as mechanical, electrical, and civil engineering. The program also emphasizes collaboration, communication, and critical thinking, which are essential skills for a successful career in engineering. Through RISE, students can explore their interests in engineering and gain valuable insight into the field before pursuing further education or a career in engineering.",Engineering,2,2,2,https://www.bu.edu/mysummer/academics/research-internship-in-science-engineering/,A hands-on engineering program where students design and build projects.
Red Cross Club,"The Red Cross Club is a student organization focused on promoting public health and providing disaster relief. Members engage in various activities such as organizing blood drives, teaching CPR and first aid courses, and participating in disaster preparedness initiatives. The club also raises awareness about public health issues such as disease prevention, mental health, and nutrition. This club is a great opportunity for students interested in pursuing a career in healthcare or public health to gain hands-on experience and make a positive impact in their community.",Public Health,3,2,1,https://www.redcross.org/red-cross-youth/red-cross-clubs/starting-a-red-cross-club.html,A club that promotes public health through various volunteer and educational opportunities.
Rube Goldberg Machine Contest,"The Rube Goldberg Machine Contest is an engineering activity where participants are challenged to design and build a complex machine that performs a simple task in a convoluted way. The goal is to use everyday materials to create a chain reaction that ultimately completes the assigned task. This activity allows students to apply their knowledge of physics and engineering principles in a practical and creative manner. It also fosters teamwork, problem-solving, and innovation. This competition provides an opportunity for students to showcase their skills in designing and constructing intricate machines while also having fun.",Engineering,2,2,1,https://www.rubegoldberg.org/rube-goldberg-contests/,Students design and build a complex machine to complete a simple task using a series of chain reactions.
Samsung Solve for Tomorrow Challenge,"The Samsung Solve for Tomorrow Challenge is an engineering competition that encourages students to identify a community issue and develop a solution using STEM (science, technology, engineering, and math) principles. Students work in teams to research a local problem, design a project to address it, and then build a prototype or model. The goal is to create an innovative and practical solution that can have a positive impact on the community. The challenge provides an opportunity for students to apply their engineering skills to real-world problems and make a difference in their local area.",Engineering,2,2,1,https://www.samsung.com/us/solvefortomorrow/,Students use engineering skills to solve real-world problems in their communities.
Scholastic Art and Writing Awards,"The Scholastic Art and Writing Awards is a national program that recognizes and encourages the artistic talents of high school students. It provides a platform for students to submit their creative works in various categories such as visual arts, photography, poetry, and short stories. The program aims to celebrate and showcase the artistic achievements of young individuals, providing them with the opportunity to gain recognition and potentially earn scholarships. It also offers students the chance to have their work reviewed by professionals in the arts and literary fields, creating a valuable learning experience.",Art,2,2,1,https://www.artandwriting.org/,A competition for students to submit their art and writing for recognition and awards.
Schoolhouse.world,"Schoolhouse.world is an online platform that offers free educational resources and live tutoring sessions in various subjects, including math, science, and humanities. The major focus of the activity is to provide high-quality academic support to students through interactive virtual classrooms led by volunteer tutors. This allows students to receive personalized assistance and guidance in their studies, helping them to improve their understanding and performance in school. The platform also encourages collaboration and peer-to-peer learning among students.",Education,3,2,2,https://Schoolhouse.world,"A free online platform offering live, interactive tutoring sessions for high school students."
Simmons Summer Research Program,"The Simmons Summer Research Program is a program that allows students to engage in scientific research in a university setting. Students will have the opportunity to work closely with professors and graduate students in a specific scientific field, such as biology, chemistry, or environmental science. Through this program, students will gain hands-on experience in conducting experiments, analyzing data, and presenting their findings. This program provides a valuable opportunity for students to gain insight into the world of scientific research and potentially pursue a career in the sciences.",Science,2,2,1,https://www.stonybrook.edu/simons/,A program where students conduct hands-on scientific research with mentors.
Sony World Photography Awards Youth Competition,"The Sony World Photography Awards Youth Competition is a global photography contest that invites young people from all over the world to submit their best photographs. The competition aims to showcase the creativity and talent of young photographers and provide them with a platform to gain recognition for their work. Participants can submit their photographs in various categories, such as landscape, portrait, street photography, and more. The competition provides an opportunity for young photographers to compete at an international level and have their work evaluated by professional photographers and industry experts. It is a chance for young photographers to gain exposure and potentially kickstart their careers in photography.",Photography,2,2,1,https://www.worldphoto.org/sony-world-photography-awards/youth,A photography competition for young artists to showcase their work on a global stage.
USA Physics Olympiad,"The USA Physics Olympiad is a national competition for students interested in physics. It is designed to test students' problem-solving skills and understanding of fundamental physics concepts. Participants are required to solve complex physics problems and demonstrate their understanding of various topics such as mechanics, electricity, magnetism, thermodynamics, and modern physics. The competition consists of two challenging exams, the preliminary and semifinal exams, which aim to identify and recognize top-performing students in the field of physics. The USA Physics Olympiad provides an opportunity for students to showcase their physics knowledge and compete at a national level.",Physics,3,2,1,https://www.aapt.org/physicsteam/PT-landing.cfm,A competitive exam for students interested in physics problem-solving and theory application.
The Summer Science Program,"The Summer Science Program offers a six-week astronomy course for students interested in studying the stars and celestial bodies. Participants will have the opportunity to work on real research projects in a team setting, using state-of-the-art telescopes and equipment. The program covers topics such as astrophysics, observational techniques, and data analysis. Students will also have the chance to visit top research facilities and engage with leading scientists in the field. This immersive experience provides a comprehensive introduction to the study of astronomy and can be a valuable addition to any student's academic pursuits.",Astronomy,2,2,1,https://summerscience.org/the-ssp-experience/what-is-ssp/,Astronomy research program for students during the summer.
SUMaC (Stanford University Math Camp),"SUMaC is a rigorous academic program at Stanford University that focuses on advanced mathematics. The program covers topics such as number theory, algebra, and combinatorics, and is designed for students with a strong interest and aptitude in mathematics. Participants engage in lectures, problem-solving sessions, and collaborative projects, and have the opportunity to work with renowned mathematicians and researchers. The program provides an in-depth exploration of mathematical concepts and allows students to develop their problem-solving and critical thinking skills.",Mathematics,2,2,1,https://spcs.stanford.edu/programs/stanford-university-mathematics-camp-sumac,A rigorous summer mathematics program for advanced students.
TEAMS,"TEAMS, or Tests of Engineering Aptitude, Mathematics, and Science, is an engineering-based competition that challenges participants to solve real-world engineering problems within a designated time frame. The activity involves a series of written and hands-on challenges that test students' knowledge and skills in the fields of engineering, mathematics, and science. Teams are required to work together to develop innovative solutions to complex problems, fostering collaboration, critical thinking, and problem-solving skills. This activity provides a practical application of engineering principles and allows students to showcase their abilities in a competitive environment.",Engineering,2,2,1,https://www.microsoft.com/en-us/microsoft-teams/group-chat-software,A hands-on engineering challenge where students design and build a solution to a real-world problem.
tecBRIDGE HIgh School Business Plan Competition,"The tecBRIDGE High School Business Plan Competition is an opportunity for students to create and present a comprehensive business plan for a new venture. This activity allows participants to develop their entrepreneurial skills by conducting market research, developing financial projections, and presenting their ideas to a panel of judges. The competition provides a platform for students to showcase their creativity, critical thinking, and business acumen. It is a great way to gain real-world experience and receive feedback from industry professionals.",Entrepreneurship,2,2,1,https://www.tecbridgepa.org/business-plan-competition,Students create and present business plans for a chance to win prizes and gain entrepreneurial skills.
Technovation,"Technovation is a technology-based activity that focuses on developing mobile apps to address real-world problems. Participants work in teams to identify an issue in their community and then create an app to solve it. The major of this activity is technology and innovation. Throughout the program, students learn how to code, design, and pitch their app idea to a panel of judges. This activity provides an opportunity for students to gain practical experience in app development and problem-solving, as well as develop important skills such as teamwork, communication, and creativity.",Technology,2,2,1,https://www.technovation.org/,A technology program where students develop mobile apps to solve real-world problems.
Telluride Association Summer Seminar ,"The Telluride Association Summer Seminar is an immersive academic program that focuses on the humanities. It provides an opportunity for students to engage in in-depth discussions and critical analysis of literature, philosophy, history, and other related subjects. Participants will have the chance to live and study on a college campus for several weeks, surrounded by like-minded peers and experienced faculty. This program offers a challenging and intellectually stimulating environment that encourages students to think critically and explore new ideas.",Humanities,2,2,1,https://www.tellurideassociation.org/our-programs/high-school-students/,"An intensive summer program focused on discussions of philosophy, literature, and social justice."
Toshiba ExploraVision,"Toshiba ExploraVision is a STEM (Science, Technology, Engineering, and Math) activity where students work in teams to envision and research a technology that could exist in 20 years. They are required to choose a current technology and then brainstorm ideas for how it might evolve in the future. The students then research the current technology and predict what advancements might be made in the future, including potential benefits and challenges. The goal is for students to think critically and creatively about the potential of technology and its impact on the world.",STEM,2,2,2,https://www.exploravision.org/,Students research and propose innovative technology ideas for the future.
Technology Student Association,"The Technology Student Association is an engineering-focused extracurricular activity that allows students to explore various aspects of technology and engineering. Members have the opportunity to participate in competitions, workshops, and projects related to fields such as robotics, computer-aided design, and digital media production. The major of this activity is to provide students with hands-on experience and knowledge in the field of engineering and technology, as well as the opportunity to develop leadership and teamwork skills.",Engineering,2,2,2,https://tsaweb.org/,A club where students learn about and compete in engineering and technology projects.
UPenn Biomedical Research Program,"The UPenn Biomedical Research Program is a hands-on educational opportunity for students interested in the field of biology. Participants will engage in laboratory experiments, data analysis, and research projects under the guidance of experienced scientists and researchers. This program provides valuable insight into the biomedical field and allows students to gain practical experience in conducting experiments and analyzing results. It is a unique opportunity to explore the various career paths within the field of biology.",Biology,1,2,1,https://hs.sas.upenn.edu/summer-programs/academies/biomedical,Students participate in hands-on biomedical research projects at a university.
U.S National Chemistry Olympiad,"The U.S National Chemistry Olympiad is a competitive exam that tests students' knowledge and understanding of chemistry. Participants are required to solve complex and challenging chemistry problems that assess their understanding of key concepts in the subject. The exam is designed to identify and reward students with exceptional skills in chemistry. It is a major national event that draws participants from across the country, providing an opportunity for students to showcase their expertise in the field of chemistry.",Chemistry,3,2,2,https://www.acs.org/education/students/highschool/olympiad.html,A nationwide chemistry competition to test students' knowledge and problem-solving skills.
United States Academic Decathlon,"The United States Academic Decathlon is an academic competition that covers ten subjects, including art, economics, literature, mathematics, music, science, social science, and a super quiz on a specific theme. Students are tested on their knowledge through multiple-choice exams, essays, speeches, and interviews. The competition aims to promote academic excellence and foster a spirit of healthy competition among students. It provides an opportunity for participants to develop their critical thinking, public speaking, and time management skills.",Education,2,2,2,https://www.usad.org/,A competitive academic event testing students on a wide range of subjects.
USAMTS,"USAMTS, or the USA Mathematical Talent Search, is a challenging math competition that consists of five problem sets. The problems require creative thinking and problem-solving skills, and cover a wide range of mathematical topics such as algebra, geometry, number theory, and combinatorics. Participants have several weeks to work on each problem set and must submit their solutions by the deadline. The competition is designed to help students develop their mathematical reasoning and communication skills, and is open to students of all grade levels.",Mathematics,2,2,2,https://www.usamts.org/,An independent math problem-solving competition with challenging questions.
USA Biology Olympiad,"The USA Biology Olympiad is a national competition that tests students' knowledge and understanding of biology. Participants are required to demonstrate their expertise in various areas of biology, including genetics, biochemistry, and cellular biology. The competition consists of two rounds, with the first being a written exam and the second involving laboratory practicals. Students who excel in the competition may have the opportunity to represent the United States in the International Biology Olympiad. This activity is ideal for students who have a strong interest in biology and are looking to challenge themselves in the subject.",Biology,3,2,2,https://www.usabo-trc.org/,A biology competition testing knowledge and skills in the subject.
USACO,"USACO is a competitive programming competition that challenges participants to solve a series of algorithmic problems using computer programming. The competition is designed to test students' problem-solving skills and knowledge of data structures and algorithms. Participants are given a set of problems to solve within a specific time frame, and their solutions are evaluated based on correctness, efficiency, and speed. USACO provides a platform for students to improve their programming abilities and compete with peers from around the world.",Computer Science,3,2,2,http://www.usaco.org/,A competitive programming competition that challenges students to solve algorithmic problems.
Vans Custom Culture Art Competition,"The Vans Custom Culture Art Competition is a nationwide contest that encourages participants to design and create custom artwork on a pair of Vans shoes. The competition aims to promote creativity and self-expression through art, and to provide a platform for young artists to showcase their talent. The major of the activity is to inspire students to think outside the box and use their artistic skills to transform a blank canvas into a unique and original piece of wearable art. Participants have the opportunity to compete for a chance to win prize money for their school's art program, as well as have their designs featured on Vans shoes.",Art,3,2,1,https://customculture.vans.com/,Students create custom designs on shoes to showcase their artistic talents in a nationwide competition.
VEX,"VEX is a high school engineering activity that involves designing, building, and programming robots to compete in various challenges. The main goal of the activity is to apply engineering principles and problem-solving skills to create robots that can complete specific tasks within a designated time frame. Students work in teams to brainstorm ideas, build prototypes, and test their designs in a hands-on learning environment. The activity provides practical experience in mechanical and electrical engineering, as well as opportunities to develop teamwork and communication skills.",Engineering,3,2,1,https://www.vexrobotics.com/,A robotics competition where students build and program robots to complete specific tasks.
Wharton Data Science Academy,"The Wharton Data Science Academy is an educational program focused on the field of data science. It provides participants with the opportunity to learn about data analysis, statistics, and programming through a series of online courses and interactive learning modules. The program covers topics such as data visualization, machine learning, and data-driven decision making, giving students a comprehensive understanding of this rapidly growing field. Participants will have the chance to apply their newly acquired skills to real-world data sets, gaining practical experience in data analysis and interpretation.",Data Science,2,2,1,https://globalyouth.wharton.upenn.edu/programs-courses/data-science-academy/,A program that teaches statistical analysis and data visualization to students.
Wharton Future of the Business World Program,"The Wharton Future of the Business World Program is a program designed to provide students with an in-depth understanding of the business world. Participants will have the opportunity to explore a variety of business topics including finance, marketing, entrepreneurship, and management. Through lectures, workshops, and hands-on projects, students will gain practical skills and knowledge that are essential for success in the business field. This program offers a valuable insight into the different aspects of business and can help students make informed decisions about their future career paths.",Business,2,2,1,https://globalyouth.wharton.upenn.edu/programs-courses/future-of-the-business-world/,A program focused on the future of business and entrepreneurship for students.
Wharton Leadership in the Business World Program,"The Wharton Leadership in the Business World Program is a summer program for students interested in the field of business. This program offers a comprehensive curriculum focused on business leadership, entrepreneurship, and management. Participants have the opportunity to learn from top business faculty, engage in hands-on team projects, and network with industry professionals. This program provides a valuable introduction to the business world and helps students develop essential skills for a future career in business.",Business,2,2,1,https://globalyouth.wharton.upenn.edu/programs-courses/leadership-in-the-business-world/,A program that teaches students about leadership and business.
World Historian Student Essay Competition,"The World Historian Student Essay Competition is an opportunity for students to showcase their knowledge and understanding of world history through a written essay. Participants are tasked with researching and analyzing a specific historical topic or event, and presenting their findings in a clear and persuasive manner. The competition encourages students to develop their critical thinking and writing skills, while also deepening their understanding of global historical events. The essays are evaluated based on historical accuracy, analysis, and overall writing quality. This activity allows students to engage with and contribute to the field of world history.",History,2,2,1,https://www.thewha.org/wha-awards/world-historian-student-essay-competition/,Students write essays on historical topics to compete for recognition.
National Honor Society,"The National Honor Society is an organization that recognizes and encourages academic achievement, leadership, service, and character. It provides opportunities for its members to develop leadership skills through various activities such as community service projects and fundraising events. Members are also expected to maintain high academic standards and serve as role models for their peers. The major focus of the National Honor Society is to promote and uphold these four pillars of scholarship, leadership, service, and character.",Leadership,3,2,1,https://www.nationalhonorsociety.org/,"A group focused on service, leadership, and academic excellence."
